Id,Id2,Geography,RECORD CODES - File Identification,RECORD CODES - State/US-Abbreviation (USPS),RECORD CODES - Summary Level,RECORD CODES - Geographic Component,RECORD CODES - Characteristic Iteration,RECORD CODES - Characteristic Iteration File Sequence Number,RECORD CODES - Logical Record Number,GEOGRAPHIC AREA CODES - Region,GEOGRAPHIC AREA CODES - Division,GEOGRAPHIC AREA CODES - State (FIPS),GEOGRAPHIC AREA CODES - County,GEOGRAPHIC AREA CODES - FIPS County Class Code,GEOGRAPHIC AREA CODES - County Size Code,GEOGRAPHIC AREA CODES - County Subdivision (FIPS),GEOGRAPHIC AREA CODES - FIPS County Subdivision Class Code,GEOGRAPHIC AREA CODES - County Subdivision Size Code,GEOGRAPHIC AREA CODES - Place (FIPS),GEOGRAPHIC AREA CODES - FIPS Place Class Code,GEOGRAPHIC AREA CODES - Place Size Code,GEOGRAPHIC AREA CODES - Census Tract,GEOGRAPHIC AREA CODES - Block Group,GEOGRAPHIC AREA CODES - Block,GEOGRAPHIC AREA CODES - Internal Use Code,GEOGRAPHIC AREA CODES - Consolidated City (FIPS),GEOGRAPHIC AREA CODES - FIPS Consolidated City Class Code,GEOGRAPHIC AREA CODES - Consolidated City Size Code,GEOGRAPHIC AREA CODES - American Indian Area/Alaska Native Area/Hawaiian Home Land (Census),GEOGRAPHIC AREA CODES - American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS),GEOGRAPHIC AREA CODES - FIPS American Indian Area/Alaska Native Area/Hawaiian Home Land Class Code,GEOGRAPHIC AREA CODES - American Indian Trust Land/Hawaiian Home Land Indicator,GEOGRAPHIC AREA CODES - American Indian Tribal Subdivision (Census),GEOGRAPHIC AREA CODES - American Indian Tribal Subdivision (FIPS),GEOGRAPHIC AREA CODES - FIPS American Indian Tribal Subdivision Class Code,GEOGRAPHIC AREA CODES - Tribal Census Tract,GEOGRAPHIC AREA CODES - Tribal Block Group,GEOGRAPHIC AREA CODES - Alaska Native Regional Corporation (FIPS),GEOGRAPHIC AREA CODES - FIPS Alaska Native Regional Corporation Class Code,GEOGRAPHIC AREA CODES - Metropolitan Statistical Area/Micropolitan Statistical Area,GEOGRAPHIC AREA CODES - Metropolitan Statistical Area/Micropolitan Statistical Area Size Code,GEOGRAPHIC AREA CODES - Metropolitan Division,GEOGRAPHIC AREA CODES - Combined Statistical Area,GEOGRAPHIC AREA CODES - New England City and Town Area,GEOGRAPHIC AREA CODES - New England City and Town Area Size Code,GEOGRAPHIC AREA CODES - New England City and Town Area Division,GEOGRAPHIC AREA CODES - Combined New England City and Town Area,GEOGRAPHIC AREA CODES - Metropolitan Statistical Area/Micropolitan Statistical Area Principal City Indicator,GEOGRAPHIC AREA CODES - New England City and Town Area Principal City Indicator,GEOGRAPHIC AREA CODES - Urban Area,GEOGRAPHIC AREA CODES - Urban Area Size Code,GEOGRAPHIC AREA CODES - Urban Area Type,GEOGRAPHIC AREA CODES - Urban/Rural,GEOGRAPHIC AREA CODES - Congressional District (111th),GEOGRAPHIC AREA CODES - State Legislative District (Upper Chamber) (Year 1),GEOGRAPHIC AREA CODES - State Legislative District (Lower Chamber) (Year 1),GEOGRAPHIC AREA CODES - Voting District,GEOGRAPHIC AREA CODES - Voting District Indicator,GEOGRAPHIC AREA CODES - Reserved,GEOGRAPHIC AREA CODES - ZIP Code Tabulation Area (5 digit),GEOGRAPHIC AREA CODES - Subminor Civil Division (FIPS),GEOGRAPHIC AREA CODES - FIPS Subminor Civil Division Class Code,GEOGRAPHIC AREA CODES - School District (Elementary),GEOGRAPHIC AREA CODES - School District (Secondary),GEOGRAPHIC AREA CODES - School District (Unified),AREA CHARACTERISTICS - Area (Land),AREA CHARACTERISTICS - Area (Water),AREA CHARACTERISTICS - Area Name-Legal/Statistical Area Description (LSAD) Term-Part Indicator,AREA CHARACTERISTICS - Functional Status Code,AREA CHARACTERISTICS - Geographic Change User Note Indicator,AREA CHARACTERISTICS - Population Count (100%),AREA CHARACTERISTICS - Housing Unit Count (100%),AREA CHARACTERISTICS - Internal Point (Latitude),AREA CHARACTERISTICS - Internal Point (Longitude),AREA CHARACTERISTICS - Legal/Statistical Area Description Code,AREA CHARACTERISTICS - Part Flag,SPECIAL AREA CODES - Reserved,SPECIAL AREA CODES - Urban Growth Area,SPECIAL AREA CODES - State (ANSI),SPECIAL AREA CODES - County (ANSI),SPECIAL AREA CODES - County Subdivision (ANSI),SPECIAL AREA CODES - Place (ANSI),SPECIAL AREA CODES - Consolidated City (ANSI),SPECIAL AREA CODES - American Indian Area/Alaska Native Area/Hawaiian Home Land (ANSI),SPECIAL AREA CODES - American Indian Tribal Subdivision (ANSI),SPECIAL AREA CODES - Alaska Native Regional Corporation (ANSI),SPECIAL AREA CODES - Subminor Civil Division (ANSI),SPECIAL AREA CODES - Congressional District (113th),SPECIAL AREA CODES - Congressional District (114th),SPECIAL AREA CODES - Congressional District (115th),SPECIAL AREA CODES - State Legislative District (Upper Chamber) (Year 2),SPECIAL AREA CODES - State Legislative District (Upper Chamber) (Year 3),SPECIAL AREA CODES - State Legislative District (Upper Chamber) (Year 4),SPECIAL AREA CODES - State Legislative District (Lower Chamber) (Year 2),SPECIAL AREA CODES - State Legislative District (Lower Chamber) (Year 3),SPECIAL AREA CODES - State Legislative District (Lower Chamber) (Year 4),SPECIAL AREA CODES - American Indian Area/Alaska Native Area/Hawaiian Home Land Size Code,SPECIAL AREA CODES - Combined Statistical Area Size Code,SPECIAL AREA CODES - Combined NECTA Size Code,SPECIAL AREA CODES - Metropolitan Micropolitan Indicator,SPECIAL AREA CODES - NECTA Metropolitan Micropolitan Indicator,SPECIAL AREA CODES - Public Use Microdata Area
1500000US080130608005,80130608005,"Block Group 5, Census Tract 608, Boulder County, Colorado",PLST  ,CO,150,0,0,  ,49841,4,8,8,13,H1,  ,     ,  ,  ,     ,  ,  ,60800,5,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,14500,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,1283537,0,Block Group 5,S, ,3013,1256,39.9904957,-105.0812077,BG, ,      ,     ,1779779,198122,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080130609001,80130609001,"Block Group 1, Census Tract 609, Boulder County, Colorado",PLST  ,CO,150,0,0,  ,49843,4,8,8,13,H1,  ,     ,  ,  ,     ,  ,  ,60900,1,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,14500,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,3340297,20576,Block Group 1,S, ,2340,1154,39.9813209,-105.1108353,BG, ,      ,     ,1779779,198122,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080130609002,80130609002,"Block Group 2, Census Tract 609, Boulder County, Colorado",PLST  ,CO,150,0,0,  ,49844,4,8,8,13,H1,  ,     ,  ,  ,     ,  ,  ,60900,2,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,14500,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,4359647,8243,Block Group 2,S, ,1799,699,39.9687676,-105.105008,BG, ,      ,     ,1779779,198122,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080130613001,80130613001,"Block Group 1, Census Tract 613, Boulder County, Colorado",PLST  ,CO,150,0,0,  ,49846,4,8,8,13,H1,  ,     ,  ,  ,     ,  ,  ,61300,1,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,14500,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,953467,4217,Block Group 1,S, ,1483,448,39.9373618,-105.1622074,BG, ,      ,     ,1779779,198122,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080130613002,80130613002,"Block Group 2, Census Tract 613, Boulder County, Colorado",PLST  ,CO,150,0,0,  ,49847,4,8,8,13,H1,  ,     ,  ,  ,     ,  ,  ,61300,2,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,14500,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,1153036,2678,Block Group 2,S, ,1934,556,39.9359802,-105.155391,BG, ,      ,     ,1779779,198122,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080130614001,80130614001,"Block Group 1, Census Tract 614, Boulder County, Colorado",PLST  ,CO,150,0,0,  ,49849,4,8,8,13,H1,  ,     ,  ,  ,     ,  ,  ,61400,1,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,14500,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,2553846,8890,Block Group 1,S, ,3990,1286,39.9209729,-105.1567902,BG, ,      ,     ,1779779,198122,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080140300001,80140300001,"Block Group 1, Census Tract 300, Broomfield County, Colorado",PLST  ,CO,150,0,0,  ,61000,4,8,8,14,H6,  ,     ,  ,  ,     ,  ,  ,30000,1,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,19740,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,817799,0,Block Group 1,S, ,1713,799,39.9180274,-105.0850744,BG, ,      ,     ,1779779,1945881,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080140300002,80140300002,"Block Group 2, Census Tract 300, Broomfield County, Colorado",PLST  ,CO,150,0,0,  ,61001,4,8,8,14,H6,  ,     ,  ,  ,     ,  ,  ,30000,2,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,19740,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,796603,1448,Block Group 2,S, ,1665,637,39.9195914,-105.0755375,BG, ,      ,     ,1779779,1945881,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080140301001,80140301001,"Block Group 1, Census Tract 301, Broomfield County, Colorado",PLST  ,CO,150,0,0,  ,61003,4,8,8,14,H6,  ,     ,  ,  ,     ,  ,  ,30100,1,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,19740,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,619733,0,Block Group 1,S, ,1231,554,39.9260691,-105.0858322,BG, ,      ,     ,1779779,1945881,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080140301002,80140301002,"Block Group 2, Census Tract 301, Broomfield County, Colorado",PLST  ,CO,150,0,0,  ,61004,4,8,8,14,H6,  ,     ,  ,  ,     ,  ,  ,30100,2,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,19740,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,456957,0,Block Group 2,S, ,952,367,39.9266505,-105.0773151,BG, ,      ,     ,1779779,1945881,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080140302001,80140302001,"Block Group 1, Census Tract 302, Broomfield County, Colorado",PLST  ,CO,150,0,0,  ,61006,4,8,8,14,H6,  ,     ,  ,  ,     ,  ,  ,30200,1,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,19740,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,2575627,26498,Block Group 1,S, ,1672,665,39.9087252,-105.0745694,BG, ,      ,     ,1779779,1945881,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080140303001,80140303001,"Block Group 1, Census Tract 303, Broomfield County, Colorado",PLST  ,CO,150,0,0,  ,61008,4,8,8,14,H6,  ,     ,  ,  ,     ,  ,  ,30300,1,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,19740,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,815802,6812,Block Group 1,S, ,1799,800,39.9270683,-105.0600161,BG, ,      ,     ,1779779,1945881,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080140303002,80140303002,"Block Group 2, Census Tract 303, Broomfield County, Colorado",PLST  ,CO,150,0,0,  ,61009,4,8,8,14,H6,  ,     ,  ,  ,     ,  ,  ,30300,2,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,19740,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,1862734,52427,Block Group 2,S, ,1908,925,39.9202439,-105.0607972,BG, ,      ,     ,1779779,1945881,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080140304001,80140304001,"Block Group 1, Census Tract 304, Broomfield County, Colorado",PLST  ,CO,150,0,0,  ,61011,4,8,8,14,H6,  ,     ,  ,  ,     ,  ,  ,30400,1,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,19740,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,461215,0,Block Group 1,S, ,1068,365,39.9331025,-105.0578833,BG, ,      ,     ,1779779,1945881,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080140304002,80140304002,"Block Group 2, Census Tract 304, Broomfield County, Colorado",PLST  ,CO,150,0,0,  ,61012,4,8,8,14,H6,  ,     ,  ,  ,     ,  ,  ,30400,2,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,19740,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,580363,0,Block Group 2,S, ,1211,454,39.9397238,-105.0574513,BG, ,      ,     ,1779779,1945881,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080140304003,80140304003,"Block Group 3, Census Tract 304, Broomfield County, Colorado",PLST  ,CO,150,0,0,  ,61013,4,8,8,14,H6,  ,     ,  ,  ,     ,  ,  ,30400,3,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,19740,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,1260322,133645,Block Group 3,S, ,1510,529,39.9371004,-105.0676774,BG, ,      ,     ,1779779,1945881,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080140305001,80140305001,"Block Group 1, Census Tract 305, Broomfield County, Colorado",PLST  ,CO,150,0,0,  ,61015,4,8,8,14,H6,  ,     ,  ,  ,     ,  ,  ,30500,1,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,19740,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,778848,7396,Block Group 1,S, ,926,329,39.9462124,-105.0386071,BG, ,      ,     ,1779779,1945881,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080140305002,80140305002,"Block Group 2, Census Tract 305, Broomfield County, Colorado",PLST  ,CO,150,0,0,  ,61016,4,8,8,14,H6,  ,     ,  ,  ,     ,  ,  ,30500,2,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,19740,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,804682,55333,Block Group 2,S, ,1690,596,39.9507297,-105.0446739,BG, ,      ,     ,1779779,1945881,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080140305003,80140305003,"Block Group 3, Census Tract 305, Broomfield County, Colorado",PLST  ,CO,150,0,0,  ,61017,4,8,8,14,H6,  ,     ,  ,  ,     ,  ,  ,30500,3,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,19740,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,2413581,164718,Block Group 3,S, ,1581,533,39.93708,-105.040842,BG, ,      ,     ,1779779,1945881,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080140305004,80140305004,"Block Group 4, Census Tract 305, Broomfield County, Colorado",PLST  ,CO,150,0,0,  ,61018,4,8,8,14,H6,  ,     ,  ,  ,     ,  ,  ,30500,4,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,19740,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,893854,0,Block Group 4,S, ,1714,649,39.9550264,-105.0431031,BG, ,      ,     ,1779779,1945881,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080140306001,80140306001,"Block Group 1, Census Tract 306, Broomfield County, Colorado",PLST  ,CO,150,0,0,  ,61020,4,8,8,14,H6,  ,     ,  ,  ,     ,  ,  ,30600,1,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,19740,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,545765,0,Block Group 1,S, ,1307,453,39.939846,-105.0201214,BG, ,      ,     ,1779779,1945881,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080140306002,80140306002,"Block Group 2, Census Tract 306, Broomfield County, Colorado",PLST  ,CO,150,0,0,  ,61021,4,8,8,14,H6,  ,     ,  ,  ,     ,  ,  ,30600,2,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,19740,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,541856,59092,Block Group 2,S, ,1262,453,39.9326762,-105.0241985,BG, ,      ,     ,1779779,1945881,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080140306003,80140306003,"Block Group 3, Census Tract 306, Broomfield County, Colorado",PLST  ,CO,150,0,0,  ,61022,4,8,8,14,H6,  ,     ,  ,  ,     ,  ,  ,30600,3,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,19740,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,387504,0,Block Group 3,S, ,1326,455,39.9309159,-105.0195392,BG, ,      ,     ,1779779,1945881,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080140306004,80140306004,"Block Group 4, Census Tract 306, Broomfield County, Colorado",PLST  ,CO,150,0,0,  ,61023,4,8,8,14,H6,  ,     ,  ,  ,     ,  ,  ,30600,4,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,19740,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,1064567,5629,Block Group 4,S, ,2271,774,39.9370856,-105.0304221,BG, ,      ,     ,1779779,1945881,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080140307001,80140307001,"Block Group 1, Census Tract 307, Broomfield County, Colorado",PLST  ,CO,150,0,0,  ,61025,4,8,8,14,H6,  ,     ,  ,  ,     ,  ,  ,30700,1,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,19740,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,699037,15899,Block Group 1,S, ,1924,703,39.9243158,-105.0217595,BG, ,      ,     ,1779779,1945881,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080140307002,80140307002,"Block Group 2, Census Tract 307, Broomfield County, Colorado",PLST  ,CO,150,0,0,  ,61026,4,8,8,14,H6,  ,     ,  ,  ,     ,  ,  ,30700,2,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,19740,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,671284,0,Block Group 2,S, ,1064,479,39.9249999,-105.0296513,BG, ,      ,     ,1779779,1945881,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080140308001,80140308001,"Block Group 1, Census Tract 308, Broomfield County, Colorado",PLST  ,CO,150,0,0,  ,61028,4,8,8,14,H6,  ,     ,  ,  ,     ,  ,  ,30800,1,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,19740,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,358474,0,Block Group 1,S, ,890,319,39.9255188,-105.0371985,BG, ,      ,     ,1779779,1945881,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080140308002,80140308002,"Block Group 2, Census Tract 308, Broomfield County, Colorado",PLST  ,CO,150,0,0,  ,61029,4,8,8,14,H6,  ,     ,  ,  ,     ,  ,  ,30800,2,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,19740,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,768277,612,Block Group 2,S, ,742,274,39.9168405,-105.0425676,BG, ,      ,     ,1779779,1945881,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080140308003,80140308003,"Block Group 3, Census Tract 308, Broomfield County, Colorado",PLST  ,CO,150,0,0,  ,61030,4,8,8,14,H6,  ,     ,  ,  ,     ,  ,  ,30800,3,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,19740,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,954695,0,Block Group 3,S, ,2171,723,39.9232679,-105.0483931,BG, ,      ,     ,1779779,1945881,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080140308004,80140308004,"Block Group 4, Census Tract 308, Broomfield County, Colorado",PLST  ,CO,150,0,0,  ,61031,4,8,8,14,H6,  ,     ,  ,  ,     ,  ,  ,30800,4,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,19740,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,475870,0,Block Group 4,S, ,1617,554,39.9223781,-105.0395738,BG, ,      ,     ,1779779,1945881,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080140309001,80140309001,"Block Group 1, Census Tract 309, Broomfield County, Colorado",PLST  ,CO,150,0,0,  ,61033,4,8,8,14,H6,  ,     ,  ,  ,     ,  ,  ,30900,1,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,19740,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,2592486,32579,Block Group 1,S, ,2031,613,39.9529615,-105.0596109,BG, ,      ,     ,1779779,1945881,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080140309002,80140309002,"Block Group 2, Census Tract 309, Broomfield County, Colorado",PLST  ,CO,150,0,0,  ,61034,4,8,8,14,H6,  ,     ,  ,  ,     ,  ,  ,30900,2,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,19740,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,1059163,0,Block Group 2,S, ,1249,424,39.9413411,-105.0827304,BG, ,      ,     ,1779779,1945881,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080140309003,80140309003,"Block Group 3, Census Tract 309, Broomfield County, Colorado",PLST  ,CO,150,0,0,  ,61035,4,8,8,14,H6,  ,     ,  ,  ,     ,  ,  ,30900,3,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,19740,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,687501,0,Block Group 3,S, ,1032,499,39.9312839,-105.0819456,BG, ,      ,     ,1779779,1945881,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
1500000US080140309004,80140309004,"Block Group 4, Census Tract 309, Broomfield County, Colorado",PLST  ,CO,150,0,0,  ,61036,4,8,8,14,H6,  ,     ,  ,  ,     ,  ,  ,30900,4,    ,  ,     ,  ,  ,    ,     ,  , ,   ,     ,  ,      , ,     ,  ,19740,  ,99999,216,     ,  ,     ,   , , ,     ,  , , ,  ,   ,   ,      , ,   ,     ,     ,  ,     ,     ,     ,1002401,8474,Block Group 4,S, ,1626,719,39.9375517,-105.0792322,BG, ,      ,     ,1779779,1945881,        ,        ,        ,        ,        ,        ,        ,  ,  ,  ,   ,   ,   ,   ,   ,   ,  ,  ,  ,1, ,
