zip_code,lat,long,population
28375,34.4757423400879,-79.0385513305664,102
28376,34.9924087524414,-79.2426452636719,37991
28377,34.8268890380859,-79.2132339477539,12666
28379,34.9308662414551,-79.7800369262695,26388
28382,34.9713363647461,-78.5177307128906,7056
28383,34.5769729614258,-79.2626953125,8080
28384,34.7969360351562,-78.9609985351562,12097
28385,35.0500068664551,-78.4772262573242,3029
28386,34.8536186218262,-79.1296157836914,6319
28387,35.1791229248047,-79.3764114379883,13921
28390,35.2196388244629,-78.955810546875,19942
28391,35.0216293334961,-78.6987991333008,5302
28392,34.7353286743164,-78.8009567260742,1579
28393,34.981086730957,-78.1894836425781,2005
28394,35.217456817627,-79.2415390014648,5164
28395,35.1385116577148,-78.7413635253906,2375
28396,34.9141616821289,-79.3974838256836,2732
28398,34.9897766113281,-78.0641479492188,8112
28399,34.7845230102539,-78.7090148925781,2140
28401,34.272144317627,-77.9620208740234,22094
28403,34.2216911315918,-77.8806304931641,36063
28405,34.26318359375,-77.8663787841797,29152
28409,34.1551208496094,-77.8621597290039,31296
28411,34.3018074035645,-77.7930908203125,31962
28412,34.1437568664551,-77.9281539916992,35573
28420,34.0736770629883,-78.4838485717773,3886
28421,34.5051231384277,-78.1670455932617,1521
28422,34.0263710021973,-78.1893157958984,6641
28423,34.3139038085938,-78.3888931274414,2290
28424,34.2902870178223,-78.6996841430664,128
28425,34.5620536804199,-77.8962783813477,10906
28428,34.0468559265137,-77.9096755981445,6033
28429,34.3412094116211,-77.9002151489258,8026
28430,34.3034362792969,-78.9453659057617,1900
28431,34.3143196105957,-78.8395004272461,7102
28432,34.1680335998535,-78.7587127685547,1968
28433,34.4885063171387,-78.6166763305664,5050
28434,34.4683265686035,-78.4654846191406,1329
28435,34.4059562683105,-78.1092300415039,2490
28436,34.2751007080078,-78.2672119140625,2203
28438,34.4094848632812,-78.9188461303711,1845
28439,34.2868156433105,-79.0013809204102,1595
28441,34.8114585876465,-78.4274139404297,3198
28442,34.2829246520996,-78.6134262084961,1647
28443,34.4450378417969,-77.6757125854492,17512
28444,34.6883125305176,-78.319953918457,2085
28445,34.4839668273926,-77.5563201904297,5676
28447,34.6222496032715,-78.2773284912109,1391
28448,34.5201568603516,-78.3631744384766,1243
28449,33.9788093566895,-77.9337463378906,1692
28450,34.3244171142578,-78.515266418457,2438
28451,34.2341423034668,-78.0944595336914,27112
28452,33.9916038513184,-78.5495681762695,694
28453,34.8864402770996,-78.0762557983398,3829
28454,34.6782875061035,-77.6509170532227,2545
28455,34.1116561889648,-78.6317977905273,2117
28456,34.3749732971191,-78.2872009277344,3658
28457,34.4495964050293,-77.8866348266602,9905
28458,34.8147773742676,-78.0907897949219,6444
28460,34.5412979125977,-77.4182357788086,7652
28461,33.9673194885254,-78.0587463378906,16126
28462,34.0264892578125,-78.2896575927734,11680
28463,34.1097640991211,-78.7764663696289,9799
28464,34.7822418212891,-78.0210876464844,2457
28465,33.9123153686523,-78.1025466918945,6531
28466,34.7407684326172,-77.8757019042969,10103
28467,33.9180107116699,-78.5919647216797,8703
28468,33.8996505737305,-78.5192108154297,4375
28469,33.9264297485352,-78.4668197631836,5839
28470,33.964183807373,-78.4035491943359,10644
28472,34.2990493774414,-78.6911697387695,19658
28478,34.6428413391113,-78.0420379638672,4588
28479,34.1006889343262,-78.0165100097656,4903
28480,34.2257347106934,-77.7973327636719,2473
28501,35.2424201965332,-77.5141220092773,20389
28504,35.2245635986328,-77.6348648071289,21642
28508,35.099666595459,-77.8247909545898,2737
28510,34.9876136779785,-76.8044586181641,1502
28511,34.9011154174805,-76.3457641601562,694
28512,34.7121505737305,-76.7934188842773,2896
28513,35.4415283203125,-77.3888854980469,10346
28515,35.1840667724609,-76.6993865966797,2915
28516,34.9051246643066,-76.5528335571289,11431
28518,34.8948211669922,-77.7474899291992,7909
28519,35.1197242736816,-77.0269775390625,404
28520,34.9942092895508,-76.3233032226562,327
28521,34.8179016113281,-77.7366180419922,2287
28523,35.2113571166992,-77.2845993041992,2456
28524,34.7909393310547,-76.4685668945312,426
28525,35.1322898864746,-77.6866683959961,3132
28526,35.26123046875,-77.3719329833984,2489
28527,35.259464263916,-77.0304412841797,1140
28528,34.7320594787598,-76.5386657714844,644
28529,35.0705261230469,-76.8547592163086,2193
28530,35.3747673034668,-77.4152984619141,7332
28531,34.6980400085449,-76.5555648803711,1207
28532,34.8960113525391,-76.8907852172852,23320
28533,34.9028701782227,-76.9014739990234,2952
28537,35.2376823425293,-76.5258102416992,137
28538,35.4166450500488,-77.5650787353516,2175
28539,34.6942329406738,-77.2029647827148,15469
28540,34.7549819946289,-77.503791809082,49252
28543,34.7360572814941,-77.375617980957,4699
28544,34.718090057373,-77.3086700439453,5368
28546,34.7991561889648,-77.3561630249023,42696
28547,34.6690254211426,-77.3669662475586,21884
28551,35.3213233947754,-77.7808532714844,14093
28552,35.3037948608398,-76.5558013916016,254
28553,34.7295989990234,-76.5123748779297,454
28554,35.4784812927246,-77.5861206054688,243
28555,34.8633079528809,-77.221794128418,5175
28556,35.1140022277832,-76.6255798339844,963
28557,34.7389602661133,-76.7492294311523,14429
28560,35.1266937255859,-76.9776306152344,28921
28562,35.0798797607422,-77.1258926391602,36176
28570,34.7814865112305,-76.8574981689453,21432
28571,35.0707740783691,-76.6892395019531,2585
28572,35.0278968811035,-77.7364196777344,6531
28573,34.984806060791,-77.1482543945312,2176
28574,34.8789291381836,-77.5895843505859,15102
28575,34.7079582214355,-76.8835678100586,316
28577,34.8648376464844,-76.3731842041016,522
28578,35.1969528198242,-77.8569717407227,6363
28579,34.7590980529785,-76.5102920532227,622
28580,35.4532737731934,-77.6795349121094,12657
28581,34.8442573547363,-76.4355545043945,214
28582,34.7482833862305,-77.1504592895508,1588
28583,35.1387557983398,-76.7415466308594,281
28584,34.7367668151855,-77.0776214599609,11396
28585,35.0769233703613,-77.4124069213867,3942
28586,35.3135566711426,-77.1674957275391,8218
28587,35.1927299499512,-76.6616592407227,369
28589,34.812858581543,-76.5050582885742,180
28590,35.5206832885742,-77.4166641235352,23407
28594,34.6899032592773,-76.9696884155273,3655
28601,35.7723922729492,-81.32666015625,50026
28602,35.6698875427246,-81.3892059326172,28981
28604,36.180290222168,-81.8591232299805,6249
28605,36.129638671875,-81.6949310302734,3412
28606,36.0534858703613,-81.3221740722656,2158
28607,36.2180061340332,-81.6521377563477,33059
28609,35.6716918945312,-81.0556030273438,5864
28610,35.7303237915039,-81.1353073120117,9913
28611,36.0109710693359,-81.735237121582,885
28612,35.650390625,-81.5375595092773,12397
28613,35.7376861572266,-81.2076797485352,22759
28615,36.4586791992188,-81.6606216430664,1876
28616,36.0230712890625,-81.9201889038086,493
28617,36.4807014465332,-81.3619766235352,2261
28618,36.2081642150879,-81.5167694091797,2352
28619,35.758602142334,-81.6024932861328,1520
28621,36.2756500244141,-80.9146270751953,10472
28622,36.1926689147949,-81.9473495483398,2527
28623,36.5288276672363,-80.9737014770508,1653
28624,36.1283569335938,-81.4117736816406,1639
28625,35.8695678710938,-80.8896408081055,36189
28626,36.2925758361816,-81.5176315307617,2714
28627,36.4555549621582,-81.0044403076172,1152
28628,35.7263298034668,-81.7851104736328,479
28629,36.3465347290039,-81.3687362670898,75
28630,35.8319778442383,-81.4201736450195,20041
28631,36.547477722168,-81.4103546142578,637
28634,35.9728012084961,-80.7571716308594,5225
28635,36.3054618835449,-81.1260452270508,3901
28636,35.9394264221191,-81.0634307861328,5522
28637,35.7180023193359,-81.4193572998047,1746
28638,35.8450927734375,-81.4779357910156,12302
28640,36.4048728942871,-81.3993988037109,4719
28642,36.2183990478516,-80.8203125,5745
28643,36.5290603637695,-81.5408782958984,3521
28644,36.4261589050293,-81.2778244018555,1494
28645,35.9788436889648,-81.5478363037109,47703
28646,36.0733299255371,-81.8470916748047,342
28647,35.9380226135254,-81.9730606079102,89
28649,36.3359909057617,-81.2120666503906,993
28650,35.5714263916016,-81.1583862304688,11883
28651,36.3062133789062,-81.3087844848633,7132
28652,36.1000328063965,-81.9871673583984,46
28654,36.0585174560547,-81.1593017578125,3495
28655,35.7632675170898,-81.7498626708984,54996
28657,36.0219917297363,-81.9424285888672,9488
28658,35.6376190185547,-81.23583984375,27022
28659,36.2159576416016,-81.1481704711914,21134
28660,35.9686164855957,-80.8562469482422,2249
28662,36.0215148925781,-81.8991241455078,140
28663,36.5320281982422,-81.3094100952148,614
28665,36.2097129821777,-81.375129699707,2571
28666,35.725269317627,-81.4706649780273,368
28667,35.7714958190918,-81.4262008666992,559
28668,36.407054901123,-80.9904861450195,300
28669,36.223445892334,-80.9898147583008,3146
28670,36.1943092346191,-80.9124908447266,2719
28671,35.7526702880859,-81.5279006958008,597
